followers_count,following_count,tweet_count,listed_count,date_collected
120412616,140,21071,104830,2022-12-08T08:30:02
120414720,140,21071,104834,2022-12-08T08:45:02
120416806,140,21071,104835,2022-12-08T09:00:02
120418832,139,21071,104836,2022-12-08T09:15:02
120419351,139,21072,104839,2022-12-08T09:30:02
120421337,139,21073,104841,2022-12-08T09:45:02
120423324,139,21073,104833,2022-12-08T10:00:02
120425324,139,21073,104836,2022-12-08T10:15:02
120427253,139,21073,104841,2022-12-08T10:30:02
120429508,139,21073,104842,2022-12-08T10:45:02
120431686,139,21073,104840,2022-12-08T11:00:02
120434058,139,21073,104846,2022-12-08T11:15:02
120407930,139,21073,104850,2022-12-08T11:30:02
120410350,139,21073,104840,2022-12-08T11:45:02
120412780,139,21073,104840,2022-12-08T12:00:02
120415208,139,21073,104846,2022-12-08T12:15:02
120417783,139,21073,104849,2022-12-08T12:30:02
120446182,139,21073,104877,2022-12-08T12:45:02
120419653,139,21073,104858,2022-12-08T13:00:02
120422097,139,21073,104863,2022-12-08T13:15:02
120424635,139,21073,104845,2022-12-08T13:30:02
120427135,139,21073,104847,2022-12-08T13:45:02
120429832,139,21073,104848,2022-12-08T14:00:02
120432680,139,21073,104853,2022-12-08T14:15:02
120435320,139,21073,104854,2022-12-08T14:30:02
120424795,139,21073,104856,2022-12-08T14:45:02
120440546,139,21073,104861,2022-12-08T15:00:02
120457064,139,21073,104848,2022-12-08T15:15:02
120468068,139,21073,104848,2022-12-08T15:30:02
120470770,139,21073,104853,2022-12-08T15:45:02
120473502,139,21073,104856,2022-12-08T16:00:02
120476247,139,21073,104859,2022-12-08T16:15:02
120478817,139,21073,104863,2022-12-08T16:30:02
120472658,139,21073,104862,2022-12-08T16:45:02
120475458,139,21073,104867,2022-12-08T17:00:02
120478279,139,21073,104854,2022-12-08T17:15:02
120480918,139,21075,104856,2022-12-08T17:30:02
120483528,139,21076,104860,2022-12-08T17:45:02
120486294,139,21076,104855,2022-12-08T18:00:02
120488866,139,21076,104861,2022-12-08T18:15:02
120491524,139,21076,104868,2022-12-08T18:30:02
120492981,139,21076,104868,2022-12-08T18:45:02
120495562,139,21076,104869,2022-12-08T19:00:02
120498266,139,21076,104849,2022-12-08T19:15:02
120500972,139,21077,104850,2022-12-08T19:30:02
120503308,139,21077,104849,2022-12-08T19:45:02
120506221,139,21079,104852,2022-12-08T20:00:02
120509157,139,21082,104855,2022-12-08T20:15:02
120509705,139,21085,104862,2022-12-08T20:30:02
120512544,139,21085,104864,2022-12-08T20:45:02
120515479,140,21086,104850,2022-12-08T21:00:02
120518104,140,21086,104851,2022-12-08T21:15:02
120520619,140,21087,104852,2022-12-08T21:30:02
120523360,140,21087,104855,2022-12-08T21:45:02
120529744,140,21087,104854,2022-12-08T22:00:02
120542199,140,21088,104855,2022-12-08T22:15:02
120553309,140,21088,104857,2022-12-08T22:30:02
120554253,140,21088,104859,2022-12-08T22:45:02
120556731,140,21092,104848,2022-12-08T23:00:02
120558817,140,21092,104850,2022-12-08T23:15:02
120560751,140,21092,104848,2022-12-08T23:30:02
120562725,140,21092,104851,2022-12-08T23:45:02
120564557,140,21092,104854,2022-12-09T00:00:03
120566418,140,21092,104856,2022-12-09T00:15:02
120568268,140,21092,104848,2022-12-09T00:30:02
120562942,140,21092,104852,2022-12-09T00:45:02
120565839,140,21092,104858,2022-12-09T01:00:02
120570042,140,21093,104863,2022-12-09T01:15:02
120574606,140,21093,104868,2022-12-09T01:30:02
120577966,140,21094,104874,2022-12-09T01:45:02
120580729,140,21096,104882,2022-12-09T02:00:02
120567742,140,21096,104866,2022-12-09T02:15:02
120571490,140,21098,104869,2022-12-09T02:30:02
120575343,140,21100,104874,2022-12-09T02:45:02
120579014,140,21100,104879,2022-12-09T03:00:03
120582610,140,21101,104885,2022-12-09T03:15:02
120584990,140,21104,104892,2022-12-09T03:30:02
120587520,140,21108,104896,2022-12-09T03:45:02
120550900,140,21112,104871,2022-12-09T04:00:02
120554065,140,21113,104873,2022-12-09T04:15:02
120559344,140,21118,104879,2022-12-09T04:30:02
120563497,140,21119,104883,2022-12-09T04:45:02
120568838,140,21121,104888,2022-12-09T05:00:02
120572027,140,21122,104890,2022-12-09T05:15:02
120574317,140,21122,104898,2022-12-09T05:30:02
120576668,140,21122,104873,2022-12-09T05:45:02
120570962,140,21122,104881,2022-12-09T06:00:02
120573290,140,21122,104886,2022-12-09T06:15:02
120575587,140,21122,104889,2022-12-09T06:30:03
120577817,140,21122,104891,2022-12-09T06:45:02
120580115,140,21122,104895,2022-12-09T07:00:02
120582478,140,21123,104902,2022-12-09T07:15:02
120584684,140,21124,104909,2022-12-09T07:30:02
120586913,140,21125,104887,2022-12-09T07:45:02
120587283,140,21128,104887,2022-12-09T08:00:02
120589644,140,21130,104889,2022-12-09T08:15:02
120596202,140,21131,104891,2022-12-09T08:30:02
120602905,140,21132,104904,2022-12-09T08:45:02
120609572,140,21132,104909,2022-12-09T09:00:02
120613072,140,21132,104908,2022-12-09T09:15:02
120615633,140,21132,104898,2022-12-09T09:30:02
120616601,140,21132,104899,2022-12-09T09:45:02
120618867,140,21132,104901,2022-12-09T10:00:02
120621146,140,21132,104908,2022-12-09T10:15:02
120623323,140,21132,104912,2022-12-09T10:30:02
120625505,140,21132,104915,2022-12-09T10:45:02
120627615,140,21132,104923,2022-12-09T11:00:02
120629990,140,21132,104925,2022-12-09T11:15:02
120632394,140,21132,104904,2022-12-09T11:30:02
120610171,140,21132,104906,2022-12-09T11:45:02
120612736,140,21132,104910,2022-12-09T12:00:02
120615482,140,21132,104914,2022-12-09T12:15:02
120618129,140,21132,104920,2022-12-09T12:30:02
120620897,140,21132,104924,2022-12-09T12:45:02
120623628,140,21132,104930,2022-12-09T13:00:02
120627778,140,21132,104917,2022-12-09T13:15:02
120630859,140,21132,104921,2022-12-09T13:30:02
120628411,140,21132,104927,2022-12-09T13:45:02
120631699,140,21132,104935,2022-12-09T14:00:02
120638931,140,21132,104942,2022-12-09T14:15:02
120642321,140,21132,104944,2022-12-09T14:30:02
120645539,140,21132,104948,2022-12-09T14:45:02
120648756,140,21132,104939,2022-12-09T15:00:02
120651818,140,21132,104945,2022-12-09T15:15:02
120654939,140,21132,104946,2022-12-09T15:30:02
120654560,140,21132,104950,2022-12-09T15:45:02
120657883,140,21132,104953,2022-12-09T16:00:02
120661002,140,21132,104958,2022-12-09T16:15:02
120663924,140,21132,104963,2022-12-09T16:30:02
120666993,140,21132,104945,2022-12-09T16:45:02
120670073,140,21132,104945,2022-12-09T17:00:02
120673264,140,21135,104947,2022-12-09T17:15:02
120658657,140,21136,104951,2022-12-09T17:30:02
120661819,140,21136,104953,2022-12-09T17:45:02
120664507,140,21137,104954,2022-12-09T18:00:02
120667361,141,21141,104960,2022-12-09T18:15:02
120670082,141,21141,104954,2022-12-09T18:30:02
120672896,141,21142,104963,2022-12-09T18:45:02
120675210,141,21145,104963,2022-12-09T19:00:02
120677632,141,21145,104964,2022-12-09T19:15:02
120676046,141,21145,104969,2022-12-09T19:30:03
120678744,141,21148,104970,2022-12-09T19:45:02
120681488,141,21148,104974,2022-12-09T20:00:02
120684199,141,21148,104975,2022-12-09T20:15:02
120686962,141,21148,104964,2022-12-09T20:30:02
120689404,141,21150,104966,2022-12-09T20:45:02
120692066,142,21153,104969,2022-12-09T21:00:02
120694238,142,21155,104975,2022-12-09T21:15:02
120692908,142,21155,104977,2022-12-09T21:30:02
120695455,142,21155,104983,2022-12-09T21:45:02
120697824,142,21155,104985,2022-12-09T22:00:02
120700286,142,21155,104988,2022-12-09T22:15:02
120703001,142,21156,104972,2022-12-09T22:30:02
120705568,142,21156,104979,2022-12-09T22:45:02
120708138,142,21156,104983,2022-12-09T23:00:02
120710760,142,21156,104991,2022-12-09T23:15:02
120710438,142,21157,104997,2022-12-09T23:30:02
120712751,142,21157,105007,2022-12-09T23:45:02
120715084,142,21157,105013,2022-12-10T00:00:03
120717410,142,21157,105015,2022-12-10T00:15:02
120719769,143,21157,104986,2022-12-10T00:30:02
120722133,143,21157,104989,2022-12-10T00:45:02
120724222,143,21157,104991,2022-12-10T01:00:02
120717581,143,21157,104994,2022-12-10T01:15:02
120719958,143,21157,105005,2022-12-10T01:30:02
120722299,143,21157,105010,2022-12-10T01:45:02
120724693,143,21158,105014,2022-12-10T02:00:02
120726870,143,21158,104996,2022-12-10T02:15:02
120729126,143,21158,105000,2022-12-10T02:30:02
120731388,143,21158,105009,2022-12-10T02:45:02
120733737,143,21159,105013,2022-12-10T03:00:02
120687374,143,21160,105020,2022-12-10T03:15:02
120689591,143,21161,105024,2022-12-10T03:30:02
120691614,143,21161,105033,2022-12-10T03:45:02
120693700,143,21161,105007,2022-12-10T04:00:02
120695791,143,21161,105012,2022-12-10T04:15:02
120697933,143,21161,105016,2022-12-10T04:30:02
120700023,143,21161,105017,2022-12-10T04:45:02
120702071,143,21161,105019,2022-12-10T05:00:02
120702737,143,21161,105025,2022-12-10T05:15:02
120704791,143,21161,105029,2022-12-10T05:30:02
120706974,143,21161,105032,2022-12-10T05:45:02
120708996,143,21161,105008,2022-12-10T06:00:02
120711167,143,21161,105012,2022-12-10T06:15:02
120713247,143,21162,105019,2022-12-10T06:30:02
120715199,143,21162,105019,2022-12-10T06:45:02
120717304,143,21162,105021,2022-12-10T07:00:02
120719283,143,21162,105023,2022-12-10T07:15:02
120720105,143,21162,105028,2022-12-10T07:30:02
120722171,143,21165,105012,2022-12-10T07:45:02
120724009,143,21167,105013,2022-12-10T08:00:02
120725801,143,21170,105016,2022-12-10T08:15:02
120727719,143,21171,105024,2022-12-10T08:30:02
120729625,143,21171,105028,2022-12-10T08:45:02
120731751,143,21171,105026,2022-12-10T09:00:02
120732805,143,21171,105026,2022-12-10T09:15:02
120734799,143,21171,105029,2022-12-10T09:30:02
120736690,143,21171,105015,2022-12-10T09:45:02
120738550,143,21171,105017,2022-12-10T10:00:02
120740533,143,21171,105018,2022-12-10T10:15:02
120742455,143,21171,105021,2022-12-10T10:30:02
120744377,143,21171,105024,2022-12-10T10:45:02
120746462,143,21171,105027,2022-12-10T11:00:02
120741685,143,21171,105018,2022-12-10T11:15:02
120743732,143,21171,105020,2022-12-10T11:30:02
120745734,143,21171,105022,2022-12-10T11:45:02
120747828,143,21171,105026,2022-12-10T12:00:02
120750026,143,21171,105029,2022-12-10T12:15:02
120752204,143,21171,105033,2022-12-10T12:30:02
120754386,143,21171,105037,2022-12-10T12:45:02
120756693,143,21171,105023,2022-12-10T13:00:02
120755948,143,21171,105026,2022-12-10T13:15:02
120758503,143,21171,105027,2022-12-10T13:30:02
120761013,143,21171,105030,2022-12-10T13:45:02
120763494,143,21171,105035,2022-12-10T14:00:02
120766118,143,21171,105041,2022-12-10T14:15:02
120768612,143,21171,105047,2022-12-10T14:30:02
120771189,143,21171,105047,2022-12-10T14:45:02
120773848,143,21171,105035,2022-12-10T15:00:02
120774627,143,21171,105042,2022-12-10T15:15:02
120777371,143,21171,105046,2022-12-10T15:30:02
120780076,143,21171,105075,2022-12-10T15:45:02
120781681,143,21171,105079,2022-12-10T16:00:02
120782809,143,21171,105079,2022-12-10T16:15:02
120783869,143,21171,105082,2022-12-10T16:30:02
120784819,143,21171,105086,2022-12-10T16:45:02
120785790,143,21171,105048,2022-12-10T17:00:02
120775115,143,21173,105053,2022-12-10T17:15:02
120777856,143,21173,105057,2022-12-10T17:30:02
120781766,143,21173,105057,2022-12-10T17:45:02
120785331,143,21173,105060,2022-12-10T18:00:02
120788649,143,21173,105068,2022-12-10T18:15:02
120791884,143,21173,105072,2022-12-10T18:30:02
120794958,143,21173,105071,2022-12-10T18:45:02
120797706,143,21173,105073,2022-12-10T19:00:02
120785937,143,21173,105079,2022-12-10T19:15:02
120788449,143,21175,105081,2022-12-10T19:30:02
120791714,143,21175,105086,2022-12-10T19:45:02
120795256,143,21176,105090,2022-12-10T20:00:02
120798676,143,21177,105099,2022-12-10T20:15:03
120801903,143,21177,105097,2022-12-10T20:30:02
120804861,143,21177,105075,2022-12-10T20:45:02
120807970,143,21177,105083,2022-12-10T21:00:02
120801826,143,21177,105087,2022-12-10T21:15:02
120805032,143,21177,105093,2022-12-10T21:30:02
120808263,143,21177,105095,2022-12-10T21:45:02
120811240,143,21177,105094,2022-12-10T22:00:02
120814274,143,21177,105095,2022-12-10T22:15:02
120817221,143,21177,105073,2022-12-10T22:30:02
120820056,143,21177,105077,2022-12-10T22:45:02
120818894,143,21177,105079,2022-12-10T23:00:02
120821542,143,21177,105081,2022-12-10T23:15:02
120824219,143,21178,105086,2022-12-10T23:30:02
120826849,143,21178,105089,2022-12-10T23:45:02
120829234,143,21178,105091,2022-12-11T00:00:03
120831697,143,21178,105079,2022-12-11T00:15:02
120834014,143,21178,105081,2022-12-11T00:30:02
120836326,143,21178,105082,2022-12-11T00:45:02
120837237,143,21178,105083,2022-12-11T01:00:02
120839458,143,21178,105087,2022-12-11T01:15:02
120841704,143,21178,105090,2022-12-11T01:30:02
120843783,143,21178,105103,2022-12-11T01:45:02
120846009,143,21179,105105,2022-12-11T02:00:02
120848358,143,21179,105113,2022-12-11T02:15:02
120850622,143,21179,105097,2022-12-11T02:30:02
120852718,143,21179,105102,2022-12-11T02:45:02
120805207,143,21179,105118,2022-12-11T03:00:02
120807467,143,21179,105124,2022-12-11T03:15:02
120809628,143,21179,105126,2022-12-11T03:30:02
120811893,143,21179,105126,2022-12-11T03:45:02
120814017,143,21179,105130,2022-12-11T04:00:02
120816196,143,21179,105131,2022-12-11T04:15:02
120818526,143,21179,105108,2022-12-11T04:30:02
120820868,143,21179,105113,2022-12-11T04:45:02
120815030,143,21179,105115,2022-12-11T05:00:02
120817211,143,21179,105119,2022-12-11T05:15:02
120819453,143,21179,105122,2022-12-11T05:30:02
120821731,143,21180,105122,2022-12-11T05:45:02
120824097,143,21180,105127,2022-12-11T06:00:02
120826440,143,21180,105111,2022-12-11T06:15:02
120828612,143,21179,105112,2022-12-11T06:30:02
120830828,143,21179,105113,2022-12-11T06:45:02
120831463,143,21179,105116,2022-12-11T07:00:02
120833798,143,21180,105118,2022-12-11T07:15:02
120836116,143,21180,105121,2022-12-11T07:30:02
120838502,144,21181,105125,2022-12-11T07:45:02
120841016,144,21185,105128,2022-12-11T08:00:02
120843247,144,21187,105119,2022-12-11T08:15:02
120845844,144,21190,105120,2022-12-11T08:30:02
120848240,144,21191,105123,2022-12-11T08:45:02
120848500,144,21193,105129,2022-12-11T09:00:02
120850919,144,21194,105135,2022-12-11T09:15:02
120853666,144,21194,105146,2022-12-11T09:30:02
120856306,144,21194,105150,2022-12-11T09:45:02
120858840,144,21194,105126,2022-12-11T10:00:02
120861414,144,21194,105132,2022-12-11T10:15:02
120863978,144,21198,105132,2022-12-11T10:30:02
120866849,144,21198,105139,2022-12-11T10:45:02
120859640,144,21199,105141,2022-12-11T11:00:02
120862174,144,21199,105145,2022-12-11T11:15:02
120865008,144,21199,105151,2022-12-11T11:30:02
120867918,144,21199,105157,2022-12-11T11:45:02
120870858,144,21199,105129,2022-12-11T12:00:02
120873902,144,21199,105130,2022-12-11T12:15:02
120877336,144,21199,105129,2022-12-11T12:30:02
120880498,144,21199,105134,2022-12-11T12:45:02
120880263,144,21199,105139,2022-12-11T13:00:02
120883659,144,21199,105146,2022-12-11T13:15:02
120887346,144,21199,105154,2022-12-11T13:30:02
120890748,144,21199,105162,2022-12-11T13:45:02
120893959,144,21199,105149,2022-12-11T14:00:02
120897207,144,21199,105160,2022-12-11T14:15:02
120900555,144,21199,105164,2022-12-11T14:30:02
120904069,144,21199,105169,2022-12-11T14:45:02
120903400,144,21199,105175,2022-12-11T15:00:02
120907140,144,21199,105179,2022-12-11T15:15:02
120911072,144,21199,105182,2022-12-11T15:30:02
120914928,144,21199,105187,2022-12-11T15:45:02
120918590,144,21199,105177,2022-12-11T16:00:02
120922164,144,21199,105173,2022-12-11T16:15:02
120925827,144,21199,105177,2022-12-11T16:30:02
120929615,144,21199,105182,2022-12-11T16:45:02
120918986,144,21199,105188,2022-12-11T17:00:02
120922770,144,21199,105190,2022-12-11T17:15:03
120926811,144,21199,105194,2022-12-11T17:30:02
120930801,144,21199,105205,2022-12-11T17:45:02
120934672,144,21199,105183,2022-12-11T18:00:02
120938423,144,21200,105199,2022-12-11T18:15:02
120939240,144,21200,105208,2022-12-11T18:30:02
120943297,144,21201,105212,2022-12-11T18:45:02
120947286,144,21203,105214,2022-12-11T19:00:02
120951229,144,21204,105216,2022-12-11T19:15:02
120955184,144,21206,105218,2022-12-11T19:30:02
120958988,144,21207,105184,2022-12-11T19:45:02
120962892,144,21209,105190,2022-12-11T20:00:02
120966595,144,21210,105185,2022-12-11T20:15:02
120964727,144,21213,105190,2022-12-11T20:30:02
120968141,144,21213,105189,2022-12-11T20:45:02
120971468,144,21213,105195,2022-12-11T21:00:02
120974828,144,21214,105197,2022-12-11T21:15:02
120977781,144,21214,105191,2022-12-11T21:30:02
120980878,144,21215,105194,2022-12-11T21:45:02
120984212,144,21215,105199,2022-12-11T22:00:02
120987517,144,21215,105199,2022-12-11T22:15:02
120986211,144,21215,105204,2022-12-11T22:30:02
120989143,144,21215,105207,2022-12-11T22:45:02
120992020,144,21215,105214,2022-12-11T23:00:02
120994749,144,21215,105221,2022-12-11T23:15:02
120997588,144,21215,105197,2022-12-11T23:30:02
121000317,144,21216,105203,2022-12-11T23:45:03
120999137,144,21216,105206,2022-12-12T00:00:03
121001697,144,21216,105208,2022-12-12T00:15:02
121004216,144,21218,105210,2022-12-12T00:30:02
121006729,144,21218,105217,2022-12-12T00:45:02
121009101,144,21218,105202,2022-12-12T01:00:02
121011443,144,21219,105204,2022-12-12T01:15:02
121013776,144,21220,105206,2022-12-12T01:30:02
121015969,144,21220,105212,2022-12-12T01:45:02
120985348,144,21220,105218,2022-12-12T02:00:02
120987736,144,21220,105220,2022-12-12T02:15:02
120990165,144,21220,105223,2022-12-12T02:30:02
120992686,144,21220,105214,2022-12-12T02:45:02
120995130,144,21220,105214,2022-12-12T03:00:02
120997604,144,21220,105217,2022-12-12T03:15:03
121000139,144,21220,105219,2022-12-12T03:30:02
121002486,144,21220,105220,2022-12-12T03:45:02
120971027,144,21220,105229,2022-12-12T04:00:02
120973257,144,21220,105236,2022-12-12T04:15:02
120975766,144,21220,105220,2022-12-12T04:30:02
120978033,144,21220,105227,2022-12-12T04:45:02
120980319,144,21220,105231,2022-12-12T05:00:02
120982584,144,21220,105234,2022-12-12T05:15:02
120984947,144,21220,105239,2022-12-12T05:30:02
120987295,144,21220,105245,2022-12-12T05:45:02
120987013,144,21220,105257,2022-12-12T06:00:02
120989262,144,21220,105261,2022-12-12T06:15:02
120991406,144,21220,105230,2022-12-12T06:30:02
120993565,144,21220,105232,2022-12-12T06:45:02
120995676,144,21220,105236,2022-12-12T07:00:02
120997911,144,21220,105238,2022-12-12T07:15:02
121000403,144,21220,105243,2022-12-12T07:30:02
121003020,144,21220,105243,2022-12-12T07:45:02
121002319,144,21220,105235,2022-12-12T08:00:02
121004642,144,21220,105236,2022-12-12T08:15:02
121006867,144,21220,105239,2022-12-12T08:30:02
121009184,144,21220,105240,2022-12-12T08:45:02
121011393,144,21220,105246,2022-12-12T09:00:02
121013670,144,21220,105247,2022-12-12T09:15:02
121015865,144,21220,105247,2022-12-12T09:30:02
121018206,144,21220,105251,2022-12-12T09:45:02
121014351,144,21220,105246,2022-12-12T10:00:02
121016593,144,21220,105258,2022-12-12T10:15:02
121018964,144,21220,105261,2022-12-12T10:30:02
121021254,144,21220,105265,2022-12-12T10:45:02
121023597,144,21220,105269,2022-12-12T11:00:02
121025928,144,21222,105270,2022-12-12T11:15:02
121028216,144,21223,105274,2022-12-12T11:30:03
121030326,144,21224,105254,2022-12-12T11:45:02
121020203,144,21225,105257,2022-12-12T12:00:02
121022667,144,21225,105262,2022-12-12T12:15:02
121025044,144,21226,105261,2022-12-12T12:30:02
121027422,144,21226,105263,2022-12-12T12:45:02
121030026,144,21226,105263,2022-12-12T13:00:02
121032715,144,21226,105263,2022-12-12T13:15:02
121035493,145,21229,105268,2022-12-12T13:30:02
121038476,145,21230,105274,2022-12-12T13:45:02
121037103,146,21230,105275,2022-12-12T14:00:02
121039973,146,21231,105281,2022-12-12T14:15:02
121042626,146,21234,105282,2022-12-12T14:30:02
121045460,148,21236,105284,2022-12-12T14:45:02
121048440,148,21236,105296,2022-12-12T15:00:02
121051394,148,21236,105283,2022-12-12T15:15:02
121054574,148,21236,105291,2022-12-12T15:30:02
121057602,148,21236,105295,2022-12-12T15:45:02
121050264,148,21236,105295,2022-12-12T16:00:02
121053233,148,21236,105301,2022-12-12T16:15:02
121056459,148,21236,105307,2022-12-12T16:30:02
121059575,148,21236,105312,2022-12-12T16:45:02
121062793,148,21236,105315,2022-12-12T17:00:02
121066007,148,21236,105294,2022-12-12T17:15:02
121069323,148,21236,105298,2022-12-12T17:30:02
121066635,148,21236,105300,2022-12-12T17:45:02
121069657,148,21236,105305,2022-12-12T18:00:02
121072374,148,21236,105313,2022-12-12T18:15:02
121075316,148,21236,105324,2022-12-12T18:30:02
121078214,148,21236,105326,2022-12-12T18:45:02
121081105,148,21236,105304,2022-12-12T19:00:02
121083954,148,21236,105308,2022-12-12T19:15:02
121080250,148,21236,105311,2022-12-12T19:30:02
121082948,148,21237,105317,2022-12-12T19:45:02
121085541,148,21239,105317,2022-12-12T20:00:02
121088294,148,21239,105314,2022-12-12T20:15:02
121090972,148,21239,105315,2022-12-12T20:30:02
121093691,148,21239,105314,2022-12-12T20:45:02
121096517,148,21244,105314,2022-12-12T21:00:02
121099180,148,21245,105322,2022-12-12T21:15:02
121098898,148,21245,105325,2022-12-12T21:30:02
121101543,148,21248,105334,2022-12-12T21:45:02
121104065,148,21248,105344,2022-12-12T22:00:02
121106601,148,21248,105347,2022-12-12T22:15:02
121109114,148,21249,105331,2022-12-12T22:30:02
121111520,148,21249,105339,2022-12-12T22:45:02
121113920,148,21249,105346,2022-12-12T23:00:02
121113619,148,21249,105343,2022-12-12T23:15:02
121116039,148,21249,105347,2022-12-12T23:30:02
121118407,148,21249,105346,2022-12-12T23:45:02
121120657,148,21249,105348,2022-12-13T00:00:02
121122788,148,21249,105351,2022-12-13T00:15:02
121125084,148,21249,105345,2022-12-13T00:30:02
121127220,148,21249,105350,2022-12-13T00:45:02
121129433,148,21251,105356,2022-12-13T01:00:02
121125337,148,21252,105360,2022-12-13T01:15:02
121129013,148,21253,105363,2022-12-13T01:30:02
121132261,148,21252,105367,2022-12-13T01:45:02
121135317,148,21252,105374,2022-12-13T02:00:02
121138220,148,21252,105378,2022-12-13T02:15:02
121141283,148,21253,105341,2022-12-13T02:30:02
121144378,148,21253,105346,2022-12-13T02:45:02
121091884,148,21253,105352,2022-12-13T03:00:02
121094774,148,21253,105355,2022-12-13T03:15:02
121097858,148,21253,105356,2022-12-13T03:30:02
121100806,148,21253,105364,2022-12-13T03:45:02
121103770,148,21254,105364,2022-12-13T04:00:02
121106473,148,21254,105369,2022-12-13T04:15:02
121109290,148,21254,105352,2022-12-13T04:30:02
121111846,148,21254,105358,2022-12-13T04:45:02
121095233,148,21254,105362,2022-12-13T05:00:02
121097645,148,21254,105366,2022-12-13T05:15:02
121100199,148,21254,105369,2022-12-13T05:30:02
121102518,148,21255,105375,2022-12-13T05:45:02
121104875,148,21256,105377,2022-12-13T06:00:02
121107177,148,21257,105350,2022-12-13T06:15:02
121109533,148,21259,105348,2022-12-13T06:30:02
121109186,148,21260,105351,2022-12-13T06:45:02
121111264,148,21260,105354,2022-12-13T07:00:02
121113485,148,21260,105357,2022-12-13T07:15:02
121115711,148,21260,105358,2022-12-13T07:30:02
121117881,148,21260,105360,2022-12-13T07:45:02
121119923,148,21261,105360,2022-12-13T08:00:02
121122060,148,21261,105358,2022-12-13T08:15:02
121124110,148,21262,105361,2022-12-13T08:30:02
121123016,148,21262,105360,2022-12-13T08:45:02
121125323,148,21262,105361,2022-12-13T09:00:02
121127525,148,21262,105359,2022-12-13T09:15:02
121129690,148,21262,105360,2022-12-13T09:30:02
121131755,148,21262,105367,2022-12-13T09:45:02
121133865,148,21262,105372,2022-12-13T10:00:02
121136026,148,21262,105359,2022-12-13T10:15:02
121138309,148,21262,105361,2022-12-13T10:30:02
121137773,148,21262,105364,2022-12-13T10:45:02
121140120,148,21262,105366,2022-12-13T11:00:02
121142500,148,21262,105371,2022-12-13T11:15:02
121144911,148,21262,105377,2022-12-13T11:30:02
121147246,148,21262,105379,2022-12-13T11:45:02
121149724,148,21262,105367,2022-12-13T12:00:02
121152322,148,21262,105370,2022-12-13T12:15:02
121150742,148,21262,105374,2022-12-13T12:30:02
121153441,148,21262,105375,2022-12-13T12:45:02
121156065,148,21262,105378,2022-12-13T13:00:02
121158760,148,21262,105384,2022-12-13T13:15:02
121161410,148,21262,105389,2022-12-13T13:30:02
121164122,148,21262,105376,2022-12-13T13:45:02
121166935,148,21262,105383,2022-12-13T14:00:02
121163464,148,21262,105385,2022-12-13T14:15:02
121166315,148,21262,105386,2022-12-13T14:30:02
121169364,148,21262,105387,2022-12-13T14:45:02
121172482,148,21262,105389,2022-12-13T15:00:03
121175451,148,21262,105393,2022-12-13T15:15:02
121178538,148,21262,105394,2022-12-13T15:30:02
121181515,148,21262,105398,2022-12-13T15:45:02
121179669,148,21262,105380,2022-12-13T16:00:02
121182578,148,21262,105385,2022-12-13T16:15:02
121185761,148,21262,105393,2022-12-13T16:30:02
121188815,148,21262,105396,2022-12-13T16:45:02
121191950,148,21262,105399,2022-12-13T17:00:02
121194987,148,21262,105402,2022-12-13T17:15:02
121197941,148,21262,105408,2022-12-13T17:30:02
121188414,148,21262,105412,2022-12-13T17:45:02
121191325,148,21262,105384,2022-12-13T18:00:02
121194169,148,21266,105387,2022-12-13T18:15:02
121197084,148,21268,105390,2022-12-13T18:30:02
121199809,148,21269,105398,2022-12-13T18:45:02
121202594,148,21271,105399,2022-12-13T19:00:02
121205241,148,21273,105403,2022-12-13T19:15:02
121207792,148,21273,105405,2022-12-13T19:30:02
121202769,148,21274,105404,2022-12-13T19:45:02
121205516,148,21275,105391,2022-12-13T20:00:02
121208297,148,21275,105394,2022-12-13T20:15:02
121210945,148,21275,105401,2022-12-13T20:30:02
121213431,148,21276,105406,2022-12-13T20:45:03
121215979,148,21277,105412,2022-12-13T21:00:02
121218390,148,21278,105412,2022-12-13T21:15:02
121221102,148,21280,105412,2022-12-13T21:30:02
121219822,148,21281,105414,2022-12-13T21:45:02
121222120,148,21281,105402,2022-12-13T22:00:02
121224432,148,21281,105407,2022-12-13T22:15:02
121226647,148,21281,105413,2022-12-13T22:30:02
121228668,148,21281,105415,2022-12-13T22:45:02
121230853,148,21281,105416,2022-12-13T23:00:02
121230520,148,21286,105421,2022-12-13T23:15:02
121232401,148,21288,105427,2022-12-13T23:30:02
121234495,148,21289,105404,2022-12-13T23:45:02
121236553,148,21289,105410,2022-12-14T00:00:02
121238494,148,21291,105414,2022-12-14T00:15:03
121240640,148,21291,105414,2022-12-14T00:30:02
121242721,148,21291,105415,2022-12-14T00:45:02
121245118,148,21291,105419,2022-12-14T01:00:02
121245026,148,21291,105421,2022-12-14T01:15:02
121247180,148,21291,105415,2022-12-14T01:30:02
121249144,148,21291,105418,2022-12-14T01:45:02
121251122,148,21291,105427,2022-12-14T02:00:02
121253153,148,21291,105427,2022-12-14T02:15:02
121255103,148,21291,105429,2022-12-14T02:30:02
121257107,148,21291,105436,2022-12-14T02:45:02
121259086,148,21291,105436,2022-12-14T03:00:02
121198189,148,21293,105423,2022-12-14T03:15:02
121200015,148,21296,105429,2022-12-14T03:30:02
121201928,148,21297,105431,2022-12-14T03:45:02
121203918,148,21300,105436,2022-12-14T04:00:02
